Asset ID,Timestamp,X,Y
A6,2025-05-22 15:30:00,67.99,33.74
A6,2025-05-22 15:35:00,69.47,34.48
A6,2025-05-22 15:40:00,70.0,26.86
A6,2025-05-22 15:45:00,67.78,26.09
A6,2025-05-22 15:50:00,69.37,25.87
A6,2025-05-22 15:55:00,68.27,25.68
A6,2025-05-22 16:00:00,68.38,25.75
A6,2025-05-22 16:05:00,64.45,25.87
A6,2025-05-22 16:10:00,77.0,20.11
A6,2025-05-22 16:15:00,74.74,20.91
A6,2025-05-22 16:20:00,76.71,19.31
A6,2025-05-22 16:25:00,69.16,32.55
A6,2025-05-22 16:30:00,68.2,29.52
A6,2025-05-22 16:35:00,70.39,31.01
A6,2025-05-22 16:40:00,74.04,32.61
A6,2025-05-22 16:45:00,74.04,32.61
A6,2025-05-22 16:50:00,76.09,32.65
A6,2025-05-22 16:55:00,76.09,32.65
A6,2025-05-22 17:00:00,77.38,32.39
A6,2025-05-22 17:05:00,78.96,32.16
A6,2025-05-22 17:10:00,75.13,29.2
A6,2025-05-22 17:15:00,75.76,31.68
